entrezID_curated	Protein IDs	Majority protein IDs	Protein names	Fasta headers	Gene_name_orig	Nuc_rep2	Nuc_rep3	Total_rep2	Total_rep3	Q-value	species	Nuc_avg	Total_avg	valid_cnt	uid	multiple_gene_ids	gene_id_cnt	gene_id_replicate_cnt	gene_symbol_final	proteom_nuclear_logFC	proteom_nuclear_P.Value	proteom_nuclear_adj.P.Val	proteom_total_logFC	proteom_total_P.Value	proteom_total_adj.P.Val
6612	P55854;A8MUA9;P55854-2;A8MU27	P55854;A8MUA9;P55854-2;A8MU27	Small ubiquitin-related modifier 3	>sp|P55854|SUMO3_HUMAN Small ubiquitin-related modifier 3 OS=Homo sapiens GN=SUMO3 PE=1 SV=2;>tr|A8MUA9|A8MUA9_HUMAN SMT3 suppressor of mif two 3 homolog 3 (Yeast), isoform CRA_d OS=Homo sapiens GN=SUMO3 PE=1 SV=1;>sp|P55854-2|SUMO3_HUMAN Isoform 2 of Smal	SUMO3	0.08854871	-0.0223024	-0.02620508	0.07601179	0.0024958	Homo sapiens	0.06624631	0.04980671	4	322	FALSE	0	1	SUMO3	0.033123155	0.737042697995521	0.833163834973011	0.024903355	0.680043862169378	0.805288872446786
7260	Q53HC9;A8MUM1;C9J0U9;D3YTH5;F8WDS8;F8WDX0;F8WB12;C9JVR6	Q53HC9;A8MUM1;C9J0U9;D3YTH5	Protein TSSC1	>sp|Q53HC9|TSSC1_HUMAN Protein TSSC1 OS=Homo sapiens GN=TSSC1 PE=1 SV=2;>tr|A8MUM1|A8MUM1_HUMAN Protein TSSC1 OS=Homo sapiens GN=TSSC1 PE=1 SV=2;>tr|C9J0U9|C9J0U9_HUMAN Protein TSSC1 (Fragment) OS=Homo sapiens GN=TSSC1 PE=1 SV=1;>tr|D3YTH5|D3YTH5_HUMAN Pro	TSSC1	0.02275842	0.0504668	0.1409095	-0.04832265	0	Homo sapiens	0.07322522	0.09258685	4	323	FALSE	0	1	TSSC1	0.03661261	0.703349564492079	0.808208993234921	0.046293425	0.560307556144501	0.713332729041109
6147	P62750;H7BY10;K7EJV9;K7ERT8;A8MUS3;K7EMA7	P62750;H7BY10;K7EJV9;K7ERT8;A8MUS3;K7EMA7	60S ribosomal protein L23a	>sp|P62750|RL23A_HUMAN 60S ribosomal protein L23a OS=Homo sapiens GN=RPL23A PE=1 SV=1;>tr|H7BY10|H7BY10_HUMAN 60S ribosomal protein L23a (Fragment) OS=Homo sapiens GN=RPL23A PE=1 SV=1;>tr|K7EJV9|K7EJV9_HUMAN 60S ribosomal protein L23a (Fragment) OS=Homo sa	RPL23A	0.12618	0.2281107	-0.009408136	0.02644594	0	Homo sapiens	0.3542907	0.017037804	4	324	FALSE	0	1	RPL23A	0.17714535	0.106896431498832	0.229103841905943	0.008518902	0.869294564516933	0.924197379118002
7106	E9PSH3;E9PN41;E9PPX8;A8MVV6;O14817;J3KQ42	E9PSH3;E9PN41;E9PPX8;A8MVV6;O14817;J3KQ42	Tetraspanin-4	>tr|E9PSH3|E9PSH3_HUMAN Tetraspanin-4 (Fragment) OS=Homo sapiens GN=TSPAN4 PE=4 SV=1;>tr|E9PN41|E9PN41_HUMAN Tetraspanin-4 (Fragment) OS=Homo sapiens GN=TSPAN4 PE=4 SV=1;>tr|E9PPX8|E9PPX8_HUMAN Tetraspanin (Fragment) OS=Homo sapiens GN=TSPAN4 PE=3 SV=1;>tr	TSPAN4	NA	NA	NA	NA	0.00030157	Homo sapiens	NA	NA	0	325	FALSE	0	1	TSPAN4	NA	NA	NA	NA	NA	NA
636	A8MVZ6;Q96G01-4;Q96G01-3;Q96G01;A0A087WYJ7;F8VZX7;Q96G01-2;F8W056	A8MVZ6;Q96G01-4;Q96G01-3;Q96G01	Protein bicaudal D homolog 1	>tr|A8MVZ6|A8MVZ6_HUMAN BICD1 protein OS=Homo sapiens GN=GLYAT PE=2 SV=3;>sp|Q96G01-4|BICD1_HUMAN Isoform 4 of Protein bicaudal D homolog 1 OS=Homo sapiens GN=BICD1;>sp|Q96G01-3|BICD1_HUMAN Isoform 3 of Protein bicaudal D homolog 1 OS=Homo sapiens GN=BICD1	BICD1	NA	NA	NA	NA	0.00044014	Homo sapiens	NA	NA	0	326	FALSE	0	1	BICD1	NA	NA	NA	NA	NA	NA
51105	F8W9L8;A8MW92;A8MW92-2;A8MUE8;A8MXR8;A8MW92-4;E5RK91;E9PM57	F8W9L8;A8MW92;A8MW92-2;A8MUE8;A8MXR8;A8MW92-4	PHD finger protein 20-like protein 1	>tr|F8W9L8|F8W9L8_HUMAN PHD finger protein 20-like protein 1 OS=Homo sapiens GN=PHF20L1 PE=1 SV=1;>sp|A8MW92|P20L1_HUMAN PHD finger protein 20-like protein 1 OS=Homo sapiens GN=PHF20L1 PE=1 SV=2;>sp|A8MW92-2|P20L1_HUMAN Isoform 2 of PHD finger protein 20-l	PHF20L1	-0.2692165	-0.05373327	NA	NA	0	Homo sapiens	-0.32294977	NA	2	327	FALSE	0	1	PHF20L1	-0.161474885	0.161124195466529	0.300819167495781	NA	NA	NA
6637	Q49AN9;F5H013;P62308;A8MWD9;C9JVQ0	Q49AN9;F5H013;P62308;A8MWD9	Small nuclear ribonucleoprotein G;Small nuclear ribonucleoprotein G-like protein	>tr|Q49AN9|Q49AN9_HUMAN SNRPG protein OS=Homo sapiens GN=SNRPG PE=2 SV=1;>tr|F5H013|F5H013_HUMAN Small nuclear ribonucleoprotein G OS=Homo sapiens GN=SNRPG PE=4 SV=1;>sp|P62308|RUXG_HUMAN Small nuclear ribonucleoprotein G OS=Homo sapiens GN=SNRPG PE=1 SV=1	SNRPG	0.1563967	0.1071523	-0.000634928	0.03026536	0	Homo sapiens	0.263549	0.029630432	4	328	FALSE	0	1	SNRPG	0.1317745	0.20138444087914	0.350650106700025	0.014815216	0.774558059014069	0.865819107701223
28966,79856	Q9Y343-2;Q9Y343;A8MXB7;H0YA25;Q96L94-2;Q96L94	Q9Y343-2;Q9Y343;A8MXB7;H0YA25;Q96L94-2;Q96L94	Sorting nexin-24;Sorting nexin-22	>sp|Q9Y343-2|SNX24_HUMAN Isoform 2 of Sorting nexin-24 OS=Homo sapiens GN=SNX24;>sp|Q9Y343|SNX24_HUMAN Sorting nexin-24 OS=Homo sapiens GN=SNX24 PE=1 SV=1;>tr|A8MXB7|A8MXB7_HUMAN Sorting nexin-24 OS=Homo sapiens GN=SNX24 PE=1 SV=1;>tr|H0YA25|H0YA25_HUMAN S	SNX22;SNX24	NA	NA	NA	NA	0.0045168	Homo sapiens	NA	NA	0	329	TRUE	0	1	SNX22,SNX24	NA	NA	NA	NA	NA	NA
9782	A8MXP9;D6R991;H0Y8T4;Q68E03;D6R8Z5;D6RCM3;D6REK4;D6RBI2;D6RBK5;D6RE02;D6RB45;D6R9F3;D6RAM9;D6RAY2;D6RBS2	A8MXP9;D6R991		>tr|A8MXP9|A8MXP9_HUMAN Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=1;>tr|D6R991|D6R991_HUMAN Matrin-3 (Fragment) OS=Homo sapiens GN=MATR3 PE=1 SV=1	MATR3	-0.1024498	-0.0610443	-0.08813206	-0.008696752	0	Homo sapiens	-0.1634941	-0.096828812	4	330	FALSE	0	2	MATR3	0.002720985	0.977237908473151	0.987584882165067	-0.0326532055	0.615124854939431	0.754395470970494
390916	A8MXV4	A8MXV4	Nucleoside diphosphate-linked moiety X motif 19, mitochondrial	>sp|A8MXV4|NUD19_HUMAN Nucleoside diphosphate-linked moiety X motif 19, mitochondrial OS=Homo sapiens GN=NUDT19 PE=1 SV=1	NUDT19	NA	NA	-0.05963021	-0.1314238	0	Homo sapiens	NA	-0.19105401	2	331	FALSE	0	1	NUDT19	NA	NA	NA	-0.095527005	0.154111404028449	0.343052791182365
55890	J9JIE0;Q9NQ84;Q9NQ84-2;A8MXZ4	J9JIE0;Q9NQ84;Q9NQ84-2;A8MXZ4	G-protein coupled receptor family C group 5 member C	>tr|J9JIE0|J9JIE0_HUMAN G-protein-coupled receptor family C group 5 member C OS=Homo sapiens GN=GPRC5C PE=1 SV=1;>sp|Q9NQ84|GPC5C_HUMAN G-protein coupled receptor family C group 5 member C OS=Homo sapiens GN=GPRC5C PE=1 SV=2;>sp|Q9NQ84-2|GPC5C_HUMAN Isofor	GPRC5C	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	332	FALSE	0	1	GPRC5C	NA	NA	NA	NA	NA	NA
83871	Q9BZG1-4;Q9BZG1;A8MYQ9;C9JBG0;Q9BZG1-2;C9JY26;E7ES60;V9GY61;K7EJW7;K7EIF2;J3QLC6;H7C0Y7	Q9BZG1-4;Q9BZG1;A8MYQ9;C9JBG0;Q9BZG1-2;C9JY26;E7ES60	Ras-related protein Rab-34	>sp|Q9BZG1-4|RAB34_HUMAN Isoform 4 of Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34;>sp|Q9BZG1|RAB34_HUMAN Ras-related protein Rab-34 OS=Homo sapiens GN=RAB34 PE=1 SV=1;>tr|A8MYQ9|A8MYQ9_HUMAN Ras-related protein Rab-34, isoform NARR OS=Homo sapiens	RAB34	NA	NA	-0.2479708	-0.1442176	0	Homo sapiens	NA	-0.3921884	2	333	FALSE	0	1	RAB34	NA	NA	NA	-0.1960942	0.0360237340292999	0.183104029717623
3091	Q16665-2;F8W9L0;Q16665;A8MYV6;Q16665-3	Q16665-2;F8W9L0;Q16665;A8MYV6;Q16665-3	Hypoxia-inducible factor 1-alpha	>sp|Q16665-2|HIF1A_HUMAN Isoform 2 of Hypoxia-inducible factor 1-alpha OS=Homo sapiens GN=HIF1A;>tr|F8W9L0|F8W9L0_HUMAN Hypoxia-inducible factor 1-alpha OS=Homo sapiens GN=HIF1A PE=4 SV=1;>sp|Q16665|HIF1A_HUMAN Hypoxia-inducible factor 1-alpha OS=Homo sapi	HIF1A	NA	NA	NA	NA	0.000158	Homo sapiens	NA	NA	0	334	FALSE	0	1	HIF1A	NA	NA	NA	NA	NA	NA
1819	A8MZF9;P55039;J3QKW7;J3KRL5;J3QR71;J3QRI9	A8MZF9;P55039;J3QKW7	Developmentally-regulated GTP-binding protein 2	>tr|A8MZF9|A8MZF9_HUMAN Developmentally-regulated GTP-binding protein 2 OS=Homo sapiens GN=DRG2 PE=1 SV=1;>sp|P55039|DRG2_HUMAN Developmentally-regulated GTP-binding protein 2 OS=Homo sapiens GN=DRG2 PE=1 SV=1;>tr|J3QKW7|J3QKW7_HUMAN Developmentally-regula	DRG2	NA	NA	0.003746074	0.01149566	0	Homo sapiens	NA	0.015241734	2	335	FALSE	0	1	DRG2	NA	NA	NA	0.007620867	0.880308812698237	0.929182913991085
10250	A9Z1X7;Q8IYB3;Q8IYB3-2;E9PCT1;M0R1E7;M0QXG5	A9Z1X7;Q8IYB3;Q8IYB3-2;E9PCT1	Serine/arginine repetitive matrix protein 1	>tr|A9Z1X7|A9Z1X7_HUMAN Serine/arginine repetitive matrix protein 1 OS=Homo sapiens GN=SRRM1 PE=1 SV=1;>sp|Q8IYB3|SRRM1_HUMAN Serine/arginine repetitive matrix protein 1 OS=Homo sapiens GN=SRRM1 PE=1 SV=2;>sp|Q8IYB3-2|SRRM1_HUMAN Isoform 2 of Serine/argini	SRRM1	-0.1772454	0.08814155	0.02998291	-0.01288287	0	Homo sapiens	-0.08910385	0.01710004	4	336	FALSE	0	2	SRRM1	-0.044551925	0.688777350983523	0.798426639831922	0.00855002	0.870072377457346	0.924703194957925
80218	B0AZT5	B0AZT5		>tr|B0AZT5|B0AZT5_HUMAN N-alpha-acetyltransferase 50 OS=Homo sapiens GN=NAA50 PE=1 SV=1	NAA50	NA	NA	-0.09971082	-0.2164008	0.0077758	Homo sapiens	NA	-0.31611162	2	337	FALSE	0	2	NAA50	-0.039562085	0.69160281313242	0.799433359265969	-0.0713378655	0.230841419413066	0.421215521011792
23313	B0QY16;Q6ICG6-3;Q6ICG6;Q6ICG6-2	B0QY16;Q6ICG6-3;Q6ICG6;Q6ICG6-2	Uncharacterized protein KIAA0930	>tr|B0QY16|B0QY16_HUMAN Uncharacterized protein KIAA0930 (Fragment) OS=Homo sapiens GN=KIAA0930 PE=1 SV=1;>sp|Q6ICG6-3|K0930_HUMAN Isoform 3 of Uncharacterized protein KIAA0930 OS=Homo sapiens GN=KIAA0930;>sp|Q6ICG6|K0930_HUMAN Uncharacterized protein KIAA	KIAA0930	NA	NA	0.1885276	0.1249898	0	Homo sapiens	NA	0.3135174	2	889	FALSE	0	1	KIAA0930	NA	NA	NA	0.1567587	0.0495967387698503	0.205635049026359
9929	B0QY58;B0QY55;B0QY57;B0QY56;H0YGT9;Q15040	B0QY58;B0QY55;B0QY57;B0QY56;H0YGT9;Q15040	Josephin-1	>tr|B0QY58|B0QY58_HUMAN Josephin-1 (Fragment) OS=Homo sapiens GN=JOSD1 PE=4 SV=1;>tr|B0QY55|B0QY55_HUMAN Josephin-1 (Fragment) OS=Homo sapiens GN=JOSD1 PE=4 SV=1;>tr|B0QY57|B0QY57_HUMAN Josephin-1 (Fragment) OS=Homo sapiens GN=JOSD1 PE=4 SV=1;>tr|B0QY56|B0	JOSD1	NA	NA	NA	NA	0.0022228	Homo sapiens	NA	NA	0	890	FALSE	0	1	JOSD1	NA	NA	NA	NA	NA	NA
54471	Q9NQG6;B0QY95;Q9NQG6-2	Q9NQG6;B0QY95;Q9NQG6-2	Mitochondrial dynamic protein MID51	>sp|Q9NQG6|MID51_HUMAN Mitochondrial dynamics protein MID51 OS=Homo sapiens GN=MIEF1 PE=1 SV=1;>tr|B0QY95|B0QY95_HUMAN Mitochondrial dynamics protein MID51 OS=Homo sapiens GN=MIEF1 PE=1 SV=1;>sp|Q9NQG6-2|MID51_HUMAN Isoform 2 of Mitochondrial dynamics prot	SMCR7L	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	891	FALSE	0	1	MIEF1	NA	NA	NA	NA	NA	NA
200315,9582	Q9UH17;B0QYD3;P31941-2;P31941;Q9UH17-3	Q9UH17;B0QYD3;P31941-2;P31941;Q9UH17-3	DNA dC->dU-editing enzyme APOBEC-3B;DNA dC->dU-editing enzyme APOBEC-3A	>sp|Q9UH17|ABC3B_HUMAN DNA dC->dU-editing enzyme APOBEC-3B OS=Homo sapiens GN=APOBEC3B PE=1 SV=1;>tr|B0QYD3|B0QYD3_HUMAN DNA dC->dU-editing enzyme APOBEC-3B OS=Homo sapiens GN=APOBEC3B PE=4 SV=1;>sp|P31941-2|ABC3A_HUMAN Isoform 2 of DNA dC->dU-editing enzy	APOBEC3A;APOBEC3B	0.1496496	-0.05118989	NA	NA	0	Homo sapiens	0.09845971	NA	2	892	TRUE	0	1	APOBEC3A,APOBEC3B	0.049229855	0.640055849281822	0.764287677379784	NA	NA	NA
150274	B0QYH2;Q8IWL3	B0QYH2;Q8IWL3	Iron-sulfur cluster co-chaperone protein HscB, mitochondrial	>tr|B0QYH2|B0QYH2_HUMAN Iron-sulfur cluster co-chaperone protein HscB, mitochondrial OS=Homo sapiens GN=HSCB PE=1 SV=1;>sp|Q8IWL3|HSC20_HUMAN Iron-sulfur cluster co-chaperone protein HscB, mitochondrial OS=Homo sapiens GN=HSCB PE=1 SV=3	HSCB	NA	NA	-0.05030818	-0.0287195	0.00057381	Homo sapiens	NA	-0.07902768	2	893	FALSE	0	1	HSCB	NA	NA	NA	-0.03951384	0.460443875216195	0.628620644057481
2130	Q01844-6;B0QYK0;Q01844-3;Q01844;Q01844-5;Q01844-2;C9JGE3;F8WC90;Q01844-4	Q01844-6;B0QYK0;Q01844-3;Q01844;Q01844-5;Q01844-2;C9JGE3	RNA-binding protein EWS	>sp|Q01844-6|EWS_HUMAN Isoform 6 of RNA-binding protein EWS OS=Homo sapiens GN=EWSR1;>tr|B0QYK0|B0QYK0_HUMAN RNA-binding protein EWS OS=Homo sapiens GN=EWSR1 PE=1 SV=1;>sp|Q01844-3|EWS_HUMAN Isoform 3 of RNA-binding protein EWS OS=Homo sapiens GN=EWSR1;>sp	EWSR1	0.2752454	0.1013812	-0.276992	-0.1091253	0	Homo sapiens	0.3766266	-0.3861173	4	894	FALSE	0	2	EWSR1	0.1883133	0.102081389551491	0.222156122667836	-0.19305865	0.0603748111828868	0.221908327986835
7942	P19484;B0QYS6;B0QYS7;B1AKB5;P19484-2;B1AKB1;B1AKB2;B1AKB4	P19484;B0QYS6;B0QYS7;B1AKB5;P19484-2	Transcription factor EB	>sp|P19484|TFEB_HUMAN Transcription factor EB OS=Homo sapiens GN=TFEB PE=1 SV=3;>tr|B0QYS6|B0QYS6_HUMAN Transcription factor EB OS=Homo sapiens GN=TFEB PE=1 SV=1;>tr|B0QYS7|B0QYS7_HUMAN Transcription factor EB OS=Homo sapiens GN=TFEB PE=1 SV=1;>tr|B1AKB5|B	TFEB	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	895	FALSE	0	1	TFEB	NA	NA	NA	NA	NA	NA
10771	Q15326-4;B0QZE2;Q15326-2;Q15326-6;Q15326-3;J3QKD2;Q15326;Q15326-5;E7ENI9;E9PE09;E7EV75	Q15326-4;B0QZE2;Q15326-2;Q15326-6;Q15326-3;J3QKD2;Q15326;Q15326-5;E7ENI9	Zinc finger MYND domain-containing protein 11	>sp|Q15326-4|ZMY11_HUMAN Isoform 4 of Zinc finger MYND domain-containing protein 11 OS=Homo sapiens GN=ZMYND11;>tr|B0QZE2|B0QZE2_HUMAN Zinc finger MYND domain-containing protein 11 OS=Homo sapiens GN=ZMYND11 PE=1 SV=1;>sp|Q15326-2|ZMY11_HUMAN Isoform 2 of	ZMYND11	0.2012575	0.2345013	NA	NA	0	Homo sapiens	0.4357588	NA	2	896	FALSE	0	1	ZMYND11	0.2178794	0.0543287360983099	0.142813955573742	NA	NA	NA
345	P02656;B0YIW2	P02656;B0YIW2	Apolipoprotein C-III	>sp|P02656|APOC3_HUMAN Apolipoprotein C-III OS=Homo sapiens GN=APOC3 PE=1 SV=1;>tr|B0YIW2|B0YIW2_HUMAN Apolipoprotein C-III OS=Homo sapiens GN=APOC3 PE=1 SV=1	APOC3	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	897	FALSE	0	1	APOC3	NA	NA	NA	NA	NA	NA
706	B1AH87;P30536	B1AH87;P30536	Translocator protein	>tr|B1AH87|B1AH87_HUMAN Putative peripheral benzodiazepine receptor-related protein (Fragment) OS=Homo sapiens GN=TSPO PE=1 SV=1;>sp|P30536|TSPOA_HUMAN Translocator protein OS=Homo sapiens GN=TSPO PE=1 SV=3	TSPO	-0.8740052	-0.5771427	-0.1623635	-0.1114457	0	Homo sapiens	-1.4511479	-0.2738092	4	898	FALSE	0	1	TSPO	-0.72557395	0.00051411981377938	0.00837178726505348	-0.1369046	0.0650887318594198	0.228991416585245
4809	P55769;B1AHD1	P55769;B1AHD1	NHP2-like protein 1;NHP2-like protein 1, N-terminally processed	>sp|P55769|NH2L1_HUMAN NHP2-like protein 1 OS=Homo sapiens GN=NHP2L1 PE=1 SV=3;>tr|B1AHD1|B1AHD1_HUMAN NHP2-like protein 1 OS=Homo sapiens GN=NHP2L1 PE=1 SV=1	NHP2L1	-0.09921627	-0.01142799	-0.0702696	-0.04504441	0	Homo sapiens	-0.11064426	-0.11531401	4	899	FALSE	0	1	SNU13	-0.05532213	0.574269418493447	0.713253443157717	-0.057657005	0.306168338843347	0.491960579918136
55964	B1AHR1;Q9UH03-2;Q9UH03	B1AHR1;Q9UH03-2;Q9UH03	Neuronal-specific septin-3	>tr|B1AHR1|B1AHR1_HUMAN Neuronal-specific septin-3 OS=Homo sapiens GN=SEPT3 PE=4 SV=1;>sp|Q9UH03-2|SEPT3_HUMAN Isoform 2 of Neuronal-specific septin-3 OS=Homo sapiens GN=SEPT3;>sp|Q9UH03|SEPT3_HUMAN Neuronal-specific septin-3 OS=Homo sapiens GN=SEPT3 PE=1	03-Sep	0.3555802	0.5181323	-0.03144473	-0.08687511	0.0076551	Homo sapiens	0.8737125	-0.11831984	4	900	FALSE	0	1	SEPT3	0.43685625	0.00390778791748627	0.0249037654335903	-0.05915992	0.312885685963055	0.49864227664329
NA	B1AJR3	B1AJR3		>tr|B1AJR3|B1AJR3_HUMAN Novel protein OS=Homo sapiens GN=LL22NC03-75H12.2-001 PE=4 SV=1	LL22NC03-75H12.2-001	NA	NA	NA	NA	0.0004351	Homo sapiens	NA	NA	0	901	FALSE	0	0	NA	NA	NA	NA	NA	NA	NA
10026	B1AK81;Q92643-2;Q92643;A6NEM5	B1AK81;Q92643-2;Q92643;A6NEM5	GPI-anchor transamidase	>tr|B1AK81|B1AK81_HUMAN GPI-anchor transamidase OS=Homo sapiens GN=PIGK PE=1 SV=1;>sp|Q92643-2|GPI8_HUMAN Isoform 2 of GPI-anchor transamidase OS=Homo sapiens GN=PIGK;>sp|Q92643|GPI8_HUMAN GPI-anchor transamidase OS=Homo sapiens GN=PIGK PE=1 SV=2;>tr|A6NEM	PIGK	NA	NA	0.03167748	-0.3091986	0	Homo sapiens	NA	-0.27752112	2	902	FALSE	0	1	PIGK	NA	NA	NA	-0.13876056	0.284605684830404	0.4726852895025
2048	B1AKC9;P29323-2;P29323-3;P29323	B1AKC9;P29323-2;P29323-3;P29323	Ephrin type-B receptor 2	>tr|B1AKC9|B1AKC9_HUMAN Ephrin type-B receptor 2 OS=Homo sapiens GN=EPHB2 PE=1 SV=1;>sp|P29323-2|EPHB2_HUMAN Isoform 2 of Ephrin type-B receptor 2 OS=Homo sapiens GN=EPHB2;>sp|P29323-3|EPHB2_HUMAN Isoform 3 of Ephrin type-B receptor 2 OS=Homo sapiens GN=EP	EPHB2	NA	NA	0.2917214	NA	0	Homo sapiens	NA	0.2917214	1	903	FALSE	0	1	EPHB2	NA	NA	NA	0.2917214	0.0631069824301001	0.225787934185332
9696	B1AKD8;Q5TZA2-2;Q5TZA2	B1AKD8;Q5TZA2-2;Q5TZA2	Rootletin	>tr|B1AKD8|B1AKD8_HUMAN Rootletin (Fragment) OS=Homo sapiens GN=CROCC PE=4 SV=2;>sp|Q5TZA2-2|CROCC_HUMAN Isoform 2 of Rootletin OS=Homo sapiens GN=CROCC;>sp|Q5TZA2|CROCC_HUMAN Rootletin OS=Homo sapiens GN=CROCC PE=1 SV=1	CROCC	0.1445685	0.3823906	0.0939657	0.09437123	0.0012605	Homo sapiens	0.5269591	0.18833693	4	904	FALSE	0	1	CROCC	0.26347955	0.0426765460388137	0.120538228636293	0.094168465	0.133663840540648	0.317959911158519
4898	O43847;O43847-2;B1AKJ5;A0A087WYK8;G3V1R5;F5H7V1;H0Y5G9	O43847;O43847-2;B1AKJ5;A0A087WYK8;G3V1R5;F5H7V1	Nardilysin	>sp|O43847|NRDC_HUMAN Nardilysin OS=Homo sapiens GN=NRD1 PE=1 SV=2;>sp|O43847-2|NRDC_HUMAN Isoform 2 of Nardilysin OS=Homo sapiens GN=NRD1;>tr|B1AKJ5|B1AKJ5_HUMAN Nardilysin OS=Homo sapiens GN=NRD1 PE=1 SV=1;>tr|A0A087WYK8|A0A087WYK8_HUMAN Nardilysin OS=Ho	NRD1	-0.853788	0.1450905	0.04614182	0.1023222	0	Homo sapiens	-0.7086975	0.14846402	4	905	FALSE	0	1	NRD1	-0.35434875	0.159333706695387	0.299254341080761	0.07423201	0.22610946514514	0.416488603641696
81563	B1AKK6;Q9H246	B1AKK6;Q9H246	Uncharacterized protein C1orf21	>tr|B1AKK6|B1AKK6_HUMAN Uncharacterized protein C1orf21 (Fragment) OS=Homo sapiens GN=C1orf21 PE=1 SV=1;>sp|Q9H246|CA021_HUMAN Uncharacterized protein C1orf21 OS=Homo sapiens GN=C1orf21 PE=1 SV=1	C1orf21	0.08990479	NA	NA	NA	0	Homo sapiens	0.08990479	NA	1	906	FALSE	0	1	C1orf21	0.08990479	0.552478842469748	0.696351765346783	NA	NA	NA
473	Q9P2R6-2;B1AKN3;Q9P2R6;D6RA28	Q9P2R6-2;B1AKN3;Q9P2R6;D6RA28	Arginine-glutamic acid dipeptide repeats protein	>sp|Q9P2R6-2|RERE_HUMAN Isoform 2 of Arginine-glutamic acid dipeptide repeats protein OS=Homo sapiens GN=RERE;>tr|B1AKN3|B1AKN3_HUMAN Arginine-glutamic acid dipeptide (RE) repeats, isoform CRA_b OS=Homo sapiens GN=RERE PE=1 SV=1;>sp|Q9P2R6|RERE_HUMAN Argin	RERE	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	907	FALSE	0	1	RERE	NA	NA	NA	NA	NA	NA
55245	Q9NVA1-3;F6UTR7;Q9NVA1-5;B1AKV3;Q9NVA1-4;Q9NVA1;B1AKV4;B1AKV6;Q9NVA1-2	Q9NVA1-3;F6UTR7;Q9NVA1-5;B1AKV3;Q9NVA1-4;Q9NVA1;B1AKV4;B1AKV6;Q9NVA1-2	Ubiquinol-cytochrome c reductase complex chaperone CBP3 homolog	>sp|Q9NVA1-3|UQCC1_HUMAN Isoform 3 of Ubiquinol-cytochrome-c reductase complex assembly factor 1 OS=Homo sapiens GN=UQCC1;>tr|F6UTR7|F6UTR7_HUMAN Ubiquinol-cytochrome-c reductase complex assembly factor 1 OS=Homo sapiens GN=UQCC1 PE=4 SV=1;>sp|Q9NVA1-5|UQC	UQCC	NA	NA	-0.04458306	NA	0.0042442	Homo sapiens	NA	-0.04458306	1	908	FALSE	0	1	UQCC1	NA	NA	NA	-0.04458306	0.63141590302121	0.767771331288394
477,480	B1AKY9;P50993;H0Y7C1;Q13733;E9PRA5;M0QXF2	B1AKY9;P50993;H0Y7C1;Q13733	Sodium/potassium-transporting ATPase subunit alpha-2;Sodium/potassium-transporting ATPase subunit alpha-4	>tr|B1AKY9|B1AKY9_HUMAN Sodium/potassium-transporting ATPase subunit alpha-2 OS=Homo sapiens GN=ATP1A2 PE=1 SV=1;>sp|P50993|AT1A2_HUMAN Sodium/potassium-transporting ATPase subunit alpha-2 OS=Homo sapiens GN=ATP1A2 PE=1 SV=1;>tr|H0Y7C1|H0Y7C1_HUMAN Sodium/	ATP1A2;ATP1A4	NA	0.2859348	NA	NA	0.0022235	Homo sapiens	0.2859348	NA	1	909	TRUE	0	1	ATP1A2,ATP1A4	0.2859348	0.0977572460216314	0.215975310978023	NA	NA	NA
55719	B1AL16;Q8IX21;Q8IX21-2;Q8IX21-3	B1AL16;Q8IX21;Q8IX21-2	Protein FAM178A	>tr|B1AL16|B1AL16_HUMAN Protein FAM178A OS=Homo sapiens GN=FAM178A PE=1 SV=1;>sp|Q8IX21|F178A_HUMAN Protein FAM178A OS=Homo sapiens GN=FAM178A PE=1 SV=2;>sp|Q8IX21-2|F178A_HUMAN Isoform 2 of Protein FAM178A OS=Homo sapiens GN=FAM178A	FAM178A	NA	NA	NA	NA	0	Homo sapiens	NA	NA	0	910	FALSE	0	1	SLF2	NA	NA	NA	NA	NA	NA
55664	B1AL69;Q7L3B6	B1AL69;Q7L3B6	Hsp90 co-chaperone Cdc37-like 1	>tr|B1AL69|B1AL69_HUMAN Hsp90 co-chaperone Cdc37-like 1 OS=Homo sapiens GN=CDC37L1 PE=1 SV=1;>sp|Q7L3B6|CD37L_HUMAN Hsp90 co-chaperone Cdc37-like 1 OS=Homo sapiens GN=CDC37L1 PE=1 SV=1	CDC37L1	NA	NA	0.1830736	NA	0.00084602	Homo sapiens	NA	0.1830736	1	911	FALSE	0	1	CDC37L1	NA	NA	NA	0.1830736	0.143708536515264	0.330142549380024
